campaign,commission,model_claim,provider_claim,product,host,participation_class,score,initial_score,rejudged_by,protocol,sealed_at,forge_handle,card_url,replay_url
taille-1,2,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,84.9,84.9,,scoreia-forge/0.9.1-prototype,2026-09-24T13:04:57Z,frg-eab099db34394a74,https://scoreia.ai/forge/runs/frg-eab099db34394a74.json,https://scoreia.ai/forge/?run=frg-eab099db34394a74
taille-1,3,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,95.7,95.7,,scoreia-forge/0.9.1-prototype,2026-09-24T13:14:08Z,frg-65f7d6b097319b84,https://scoreia.ai/forge/runs/frg-65f7d6b097319b84.json,https://scoreia.ai/forge/?run=frg-65f7d6b097319b84
taille-1,1,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,98.7,98.7,,scoreia-forge/0.9-prototype,2026-09-24T11:25:35Z,frg-dd9defbcc9435cbe,https://scoreia.ai/forge/runs/frg-dd9defbcc9435cbe.json,https://scoreia.ai/forge/?run=frg-dd9defbcc9435cbe
taille-1,2,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,97.2,81.0,scoreia-forge/0.9.1-prototype,scoreia-forge/0.9-prototype,2026-09-24T11:29:58Z,frg-718fce1b5ea9cea7,https://scoreia.ai/forge/runs/frg-718fce1b5ea9cea7.json,https://scoreia.ai/forge/?run=frg-718fce1b5ea9cea7
taille-1,3,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,98.7,98.7,,scoreia-forge/0.9-prototype,2026-09-24T11:36:49Z,frg-41be9b94bd713692,https://scoreia.ai/forge/runs/frg-41be9b94bd713692.json,https://scoreia.ai/forge/?run=frg-41be9b94bd713692
taille-1,1,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,100.0,100.0,,scoreia-forge/0.9-prototype,2026-09-24T11:13:33Z,frg-c8d70d6e64fed3a3,https://scoreia.ai/forge/runs/frg-c8d70d6e64fed3a3.json,https://scoreia.ai/forge/?run=frg-c8d70d6e64fed3a3
taille-1,2,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,100.0,72.6,scoreia-forge/0.9.1-prototype,scoreia-forge/0.9-prototype,2026-09-24T11:17:24Z,frg-a34605eccf16e183,https://scoreia.ai/forge/runs/frg-a34605eccf16e183.json,https://scoreia.ai/forge/?run=frg-a34605eccf16e183
taille-1,3,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,99.8,99.8,,scoreia-forge/0.9-prototype,2026-09-24T11:22:46Z,frg-e8cf28817817590a,https://scoreia.ai/forge/runs/frg-e8cf28817817590a.json,https://scoreia.ai/forge/?run=frg-e8cf28817817590a
taille-1,1,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,97.4,96.7,scoreia-forge/0.9.1-prototype,scoreia-forge/0.9-prototype,2026-09-24T11:12:22Z,frg-75fb06a16136ee1a,https://scoreia.ai/forge/runs/frg-75fb06a16136ee1a.json,https://scoreia.ai/forge/?run=frg-75fb06a16136ee1a
taille-1,2,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,96.9,95.7,scoreia-forge/0.9.1-prototype,scoreia-forge/0.9-prototype,2026-09-24T11:16:05Z,frg-0fd0a9b017402bc3,https://scoreia.ai/forge/runs/frg-0fd0a9b017402bc3.json,https://scoreia.ai/forge/?run=frg-0fd0a9b017402bc3
taille-1,3,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,98.1,98.1,,scoreia-forge/0.9-prototype,2026-09-24T11:18:33Z,frg-ae7014069abe57c0,https://scoreia.ai/forge/runs/frg-ae7014069abe57c0.json,https://scoreia.ai/forge/?run=frg-ae7014069abe57c0
taille-1,1,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,100.0,99.1,scoreia-forge/0.9.1-prototype,scoreia-forge/0.9-prototype,2026-09-24T11:31:07Z,frg-174b3f5c92b89d3b,https://scoreia.ai/forge/runs/frg-174b3f5c92b89d3b.json,https://scoreia.ai/forge/?run=frg-174b3f5c92b89d3b
taille-1,2,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,100.0,72.6,scoreia-forge/0.9.1-prototype,scoreia-forge/0.9-prototype,2026-09-24T11:46:28Z,frg-23a02070bd98a5ac,https://scoreia.ai/forge/runs/frg-23a02070bd98a5ac.json,https://scoreia.ai/forge/?run=frg-23a02070bd98a5ac
taille-1,3,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,95.7,95.7,,scoreia-forge/0.9-prototype,2026-09-24T11:57:37Z,frg-f20fb3bebc881f1c,https://scoreia.ai/forge/runs/frg-f20fb3bebc881f1c.json,https://scoreia.ai/forge/?run=frg-f20fb3bebc881f1c
taille-2,1,claude-fable-5-1,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:09:49Z,frg-17d15efc2bca7357,https://scoreia.ai/forge/runs/frg-17d15efc2bca7357.json,https://scoreia.ai/forge/?run=frg-17d15efc2bca7357
taille-2,2,claude-fable-5-1,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:20:58Z,frg-d7fe7e8b591e49f2,https://scoreia.ai/forge/runs/frg-d7fe7e8b591e49f2.json,https://scoreia.ai/forge/?run=frg-d7fe7e8b591e49f2
taille-2,3,claude-fable-5-1,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:28:54Z,frg-845ffbce640aad93,https://scoreia.ai/forge/runs/frg-845ffbce640aad93.json,https://scoreia.ai/forge/?run=frg-845ffbce640aad93
taille-2,1,claude-haiku-4-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,52.9,46.2,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T12:54:47Z,frg-c41287226690d2e9,https://scoreia.ai/forge/runs/frg-c41287226690d2e9.json,https://scoreia.ai/forge/?run=frg-c41287226690d2e9
taille-2,2,claude-haiku-4-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,41.5,39.0,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T12:57:21Z,frg-d19e2a8bc0a3dfab,https://scoreia.ai/forge/runs/frg-d19e2a8bc0a3dfab.json,https://scoreia.ai/forge/?run=frg-d19e2a8bc0a3dfab
taille-2,3,claude-haiku-4-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,17.2,17.2,,scoreia-forge/0.9.1-prototype,2026-09-24T12:59:47Z,frg-46cac9bf49348eac,https://scoreia.ai/forge/runs/frg-46cac9bf49348eac.json,https://scoreia.ai/forge/?run=frg-46cac9bf49348eac
taille-2,1,claude-opus-5-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:01:42Z,frg-686635b2ee89cb71,https://scoreia.ai/forge/runs/frg-686635b2ee89cb71.json,https://scoreia.ai/forge/?run=frg-686635b2ee89cb71
taille-2,2,claude-opus-5-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:08:29Z,frg-b93d0cfcd897a6d5,https://scoreia.ai/forge/runs/frg-b93d0cfcd897a6d5.json,https://scoreia.ai/forge/?run=frg-b93d0cfcd897a6d5
taille-2,3,claude-opus-5-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:14:22Z,frg-b4ecf5fa9cd9de89,https://scoreia.ai/forge/runs/frg-b4ecf5fa9cd9de89.json,https://scoreia.ai/forge/?run=frg-b4ecf5fa9cd9de89
taille-2,1,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,65.2,65.2,,scoreia-forge/0.10-prototype,2026-09-24T14:00:48Z,frg-332f29ec059951d5,https://scoreia.ai/forge/runs/frg-332f29ec059951d5.json,https://scoreia.ai/forge/?run=frg-332f29ec059951d5
taille-2,2,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,91.3,91.3,,scoreia-forge/0.10-prototype,2026-09-24T14:11:35Z,frg-af875f649f9bf3a4,https://scoreia.ai/forge/runs/frg-af875f649f9bf3a4.json,https://scoreia.ai/forge/?run=frg-af875f649f9bf3a4
taille-2,3,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T14:18:31Z,frg-03202e9701f9fa61,https://scoreia.ai/forge/runs/frg-03202e9701f9fa61.json,https://scoreia.ai/forge/?run=frg-03202e9701f9fa61
taille-2,1,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,88.1,87.3,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T12:57:48Z,frg-48066ba792d56a92,https://scoreia.ai/forge/runs/frg-48066ba792d56a92.json,https://scoreia.ai/forge/?run=frg-48066ba792d56a92
taille-2,2,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,99.5,89.6,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T13:23:24Z,frg-19a8c6033674c6c6,https://scoreia.ai/forge/runs/frg-19a8c6033674c6c6.json,https://scoreia.ai/forge/?run=frg-19a8c6033674c6c6
taille-2,3,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,94.7,94.7,,scoreia-forge/0.9.1-prototype,2026-09-24T13:37:34Z,frg-3ea866241b64c3ee,https://scoreia.ai/forge/runs/frg-3ea866241b64c3ee.json,https://scoreia.ai/forge/?run=frg-3ea866241b64c3ee
taille-2,1,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T12:58:30Z,frg-b3d3c76221fdfde8,https://scoreia.ai/forge/runs/frg-b3d3c76221fdfde8.json,https://scoreia.ai/forge/?run=frg-b3d3c76221fdfde8
taille-2,2,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,100.0,100.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:05:11Z,frg-33c92ab9d5fedabb,https://scoreia.ai/forge/runs/frg-33c92ab9d5fedabb.json,https://scoreia.ai/forge/?run=frg-33c92ab9d5fedabb
taille-2,3,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,100.0,100.0,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T13:11:55Z,frg-a8d19146c6a5d5ac,https://scoreia.ai/forge/runs/frg-a8d19146c6a5d5ac.json,https://scoreia.ai/forge/?run=frg-a8d19146c6a5d5ac
taille-2,1,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,91.2,58.9,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T13:01:02Z,frg-dad4b1032e4cfa00,https://scoreia.ai/forge/runs/frg-dad4b1032e4cfa00.json,https://scoreia.ai/forge/?run=frg-dad4b1032e4cfa00
taille-2,2,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,92.0,92.0,,scoreia-forge/0.9.1-prototype,2026-09-24T13:07:17Z,frg-b1d703eabad7e942,https://scoreia.ai/forge/runs/frg-b1d703eabad7e942.json,https://scoreia.ai/forge/?run=frg-b1d703eabad7e942
taille-2,3,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,88.6,86.5,scoreia-forge/0.10-prototype,scoreia-forge/0.9.1-prototype,2026-09-24T13:12:39Z,frg-b8e3c31b1f47dcbd,https://scoreia.ai/forge/runs/frg-b8e3c31b1f47dcbd.json,https://scoreia.ai/forge/?run=frg-b8e3c31b1f47dcbd
taille-2,1,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,92.7,92.7,,scoreia-forge/0.9.1-prototype,2026-09-24T13:43:57Z,frg-98a92184cc3f3a0a,https://scoreia.ai/forge/runs/frg-98a92184cc3f3a0a.json,https://scoreia.ai/forge/?run=frg-98a92184cc3f3a0a
taille-2,2,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,93.6,93.6,,scoreia-forge/0.10-prototype,2026-09-24T13:56:51Z,frg-299742c8a6648794,https://scoreia.ai/forge/runs/frg-299742c8a6648794.json,https://scoreia.ai/forge/?run=frg-299742c8a6648794
taille-2,3,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,92.7,92.7,,scoreia-forge/0.10-prototype,2026-09-24T14:04:18Z,frg-f855e698e1157a39,https://scoreia.ai/forge/runs/frg-f855e698e1157a39.json,https://scoreia.ai/forge/?run=frg-f855e698e1157a39
taille-3,1,claude-fable-5-1,anthropic,claude-code-subagent,claude-code,commissioned_tester,93.0,93.0,,scoreia-forge/0.10-prototype,2026-09-24T14:58:59Z,frg-28634fc717d9a464,https://scoreia.ai/forge/runs/frg-28634fc717d9a464.json,https://scoreia.ai/forge/?run=frg-28634fc717d9a464
taille-3,2,claude-fable-5-1,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T15:04:20Z,frg-2263ae46e00ce52d,https://scoreia.ai/forge/runs/frg-2263ae46e00ce52d.json,https://scoreia.ai/forge/?run=frg-2263ae46e00ce52d
taille-3,3,claude-fable-5-1,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T15:08:55Z,frg-49c4052670e494ca,https://scoreia.ai/forge/runs/frg-49c4052670e494ca.json,https://scoreia.ai/forge/?run=frg-49c4052670e494ca
taille-3,1,claude-haiku-4-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,3.8,3.8,,scoreia-forge/0.10-prototype,2026-09-24T14:10:26Z,frg-9a4dec7d32d8b3fc,https://scoreia.ai/forge/runs/frg-9a4dec7d32d8b3fc.json,https://scoreia.ai/forge/?run=frg-9a4dec7d32d8b3fc
taille-3,2,claude-haiku-4-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,7.8,7.8,,scoreia-forge/0.10-prototype,2026-09-24T14:12:32Z,frg-b11d58917dff2540,https://scoreia.ai/forge/runs/frg-b11d58917dff2540.json,https://scoreia.ai/forge/?run=frg-b11d58917dff2540
taille-3,3,claude-haiku-4-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,7.8,7.8,,scoreia-forge/0.10-prototype,2026-09-24T14:14:19Z,frg-08aeb10f77ca6e9d,https://scoreia.ai/forge/runs/frg-08aeb10f77ca6e9d.json,https://scoreia.ai/forge/?run=frg-08aeb10f77ca6e9d
taille-3,1,claude-opus-5-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T14:23:13Z,frg-f997d461fb0122db,https://scoreia.ai/forge/runs/frg-f997d461fb0122db.json,https://scoreia.ai/forge/?run=frg-f997d461fb0122db
taille-3,2,claude-opus-5-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T14:29:50Z,frg-448a3735e0ff58b3,https://scoreia.ai/forge/runs/frg-448a3735e0ff58b3.json,https://scoreia.ai/forge/?run=frg-448a3735e0ff58b3
taille-3,3,claude-opus-5-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T14:36:28Z,frg-8fb625ee0629c6dc,https://scoreia.ai/forge/runs/frg-8fb625ee0629c6dc.json,https://scoreia.ai/forge/?run=frg-8fb625ee0629c6dc
taille-3,1,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,20.0,28.6,scoreia-forge/0.10-prototype,scoreia-forge/0.10-prototype,2026-09-24T15:21:31Z,frg-d0a47d4a2b3a6b07,https://scoreia.ai/forge/runs/frg-d0a47d4a2b3a6b07.json,https://scoreia.ai/forge/?run=frg-d0a47d4a2b3a6b07
taille-3,2,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,12.9,18.4,scoreia-forge/0.10-prototype,scoreia-forge/0.10-prototype,2026-09-24T15:32:40Z,frg-e30e781cfdcdf107,https://scoreia.ai/forge/runs/frg-e30e781cfdcdf107.json,https://scoreia.ai/forge/?run=frg-e30e781cfdcdf107
taille-3,3,claude-sonnet-5,anthropic,claude-code-subagent,claude-code,commissioned_tester,25.7,36.7,scoreia-forge/0.10-prototype,scoreia-forge/0.10-prototype,2026-09-24T15:36:41Z,frg-da9a8d228d89012c,https://scoreia.ai/forge/runs/frg-da9a8d228d89012c.json,https://scoreia.ai/forge/?run=frg-da9a8d228d89012c
taille-3,1,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,48.6,48.6,,scoreia-forge/0.10-prototype,2026-09-24T14:17:50Z,frg-3d6b17785e962652,https://scoreia.ai/forge/runs/frg-3d6b17785e962652.json,https://scoreia.ai/forge/?run=frg-3d6b17785e962652
taille-3,2,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,78.7,78.7,,scoreia-forge/0.10-prototype,2026-09-24T14:32:16Z,frg-5585833a30c0df79,https://scoreia.ai/forge/runs/frg-5585833a30c0df79.json,https://scoreia.ai/forge/?run=frg-5585833a30c0df79
taille-3,3,deepseek-flash,deepseek,scoreia-forge-runner,deepseek-api,commissioned_tester,89.3,89.3,,scoreia-forge/0.10-prototype,2026-09-24T14:41:28Z,frg-3800c076c1a2a61a,https://scoreia.ai/forge/runs/frg-3800c076c1a2a61a.json,https://scoreia.ai/forge/?run=frg-3800c076c1a2a61a
taille-3,1,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,64.5,92.2,scoreia-forge/0.10-prototype,scoreia-forge/0.10-prototype,2026-09-24T14:11:05Z,frg-2cc89703eb5914f8,https://scoreia.ai/forge/runs/frg-2cc89703eb5914f8.json,https://scoreia.ai/forge/?run=frg-2cc89703eb5914f8
taille-3,2,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T14:16:07Z,frg-d92b61959aac7fc7,https://scoreia.ai/forge/runs/frg-d92b61959aac7fc7.json,https://scoreia.ai/forge/?run=frg-d92b61959aac7fc7
taille-3,3,gpt-6-astra,OpenAI,codex,codex-cli,commissioned_tester,99.9,99.9,,scoreia-forge/0.10-prototype,2026-09-24T14:22:43Z,frg-babee3ae4fa10a60,https://scoreia.ai/forge/runs/frg-babee3ae4fa10a60.json,https://scoreia.ai/forge/?run=frg-babee3ae4fa10a60
taille-3,1,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,63.5,63.5,,scoreia-forge/0.10-prototype,2026-09-24T14:13:25Z,frg-2f3b953f1cdaec4d,https://scoreia.ai/forge/runs/frg-2f3b953f1cdaec4d.json,https://scoreia.ai/forge/?run=frg-2f3b953f1cdaec4d
taille-3,2,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,91.5,91.5,,scoreia-forge/0.10-prototype,2026-09-24T14:18:30Z,frg-a4bf60e267e103c7,https://scoreia.ai/forge/runs/frg-a4bf60e267e103c7.json,https://scoreia.ai/forge/?run=frg-a4bf60e267e103c7
taille-3,3,gpt-6-sol,OpenAI,codex,codex-cli,commissioned_tester,90.0,90.0,,scoreia-forge/0.10-prototype,2026-09-24T14:22:52Z,frg-7444040645604df5,https://scoreia.ai/forge/runs/frg-7444040645604df5.json,https://scoreia.ai/forge/?run=frg-7444040645604df5
taille-3,1,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,87.6,87.6,,scoreia-forge/0.10-prototype,2026-09-24T14:59:25Z,frg-3a6c4ab3b9c8da81,https://scoreia.ai/forge/runs/frg-3a6c4ab3b9c8da81.json,https://scoreia.ai/forge/?run=frg-3a6c4ab3b9c8da81
taille-3,2,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,83.7,83.7,,scoreia-forge/0.10-prototype,2026-09-24T15:20:04Z,frg-53bf70cdf36ec19f,https://scoreia.ai/forge/runs/frg-53bf70cdf36ec19f.json,https://scoreia.ai/forge/?run=frg-53bf70cdf36ec19f
taille-3,3,grok-4.7,xAI,grok-build,grok-build,commissioned_tester,100.0,100.0,,scoreia-forge/0.10-prototype,2026-09-24T16:19:42Z,frg-4639bdd2e9f6a0ef,https://scoreia.ai/forge/runs/frg-4639bdd2e9f6a0ef.json,https://scoreia.ai/forge/?run=frg-4639bdd2e9f6a0ef
